junk line
31.08.2017 01:00:00.000 GMT+1200,4764.8675,4764.8675,4764.8675,4764.8675,10000.1
01.09.2017 01:00:00.000 GMT+1200,4950.7238,4950.7238,4950.7238,4950.7238,10000.1
02.09.2017 01:00:00.000 GMT+1200,4643.975,4643.975,4643.975,4643.975,10000.1
03.09.2017 01:00:00.000 GMT+1200,4631.695,4631.695,4631.695,4631.695,10000.1
04.09.2017 01:00:00.000 GMT+1200,4319.7213,4319.7213,4319.7213,4319.7213,10000.1
05.09.2017 01:00:00.000 GMT+1200,4422.1213,4422.1213,4422.1213,4422.1213,10000.1
06.09.2017 01:00:00.000 GMT+1200,4626.72,4626.72,4626.72,4626.72,10000.1
07.09.2017 01:00:00.000 GMT+1200,4638.0975,4638.0975,4638.0975,4638.0975,10000.1
08.09.2017 01:00:00.000 GMT+1200,4317.5375,4317.5375,4317.5375,4317.5375,10000.1
09.09.2017 01:00:00.000 GMT+1200,4291.88,4291.88,4291.88,4291.88,10000.1
10.09.2017 01:00:00.000 GMT+1200,4191.175,4191.175,4191.175,4191.175,10000.1
11.09.2017 01:00:00.000 GMT+1200,4188.845,4188.845,4188.845,4188.845,10000.1
12.09.2017 01:00:00.000 GMT+1200,4148.2675,4148.2675,4148.2675,4148.2675,10000.1
13.09.2017 01:00:00.000 GMT+1200,3874.2588,3874.2588,3874.2588,3874.2588,10000.1
14.09.2017 01:00:00.000 GMT+1200,3226.4125,3226.4125,3226.4125,3226.4125,10000.1
15.09.2017 01:00:00.000 GMT+1200,3686.9,3686.9,3686.9,3686.9,10000.1
16.09.2017 01:00:00.000 GMT+1200,3678.7375,3678.7375,3678.7375,3678.7375,10000.1
17.09.2017 01:00:00.000 GMT+1200,3672.5663,3672.5663,3672.5663,3672.5663,10000.1
18.09.2017 01:00:00.000 GMT+1200,4067.0775,4067.0775,4067.0775,4067.0775,10000.1
19.09.2017 01:00:00.000 GMT+1200,3896.9988,3896.9988,3896.9988,3896.9988,10000.1
20.09.2017 01:00:00.000 GMT+1200,3858.0888,3858.0888,3858.0888,3858.0888,10000.1
21.09.2017 01:00:00.000 GMT+1200,3612.6813,3612.6813,3612.6813,3612.6813,10000.1
22.09.2017 01:00:00.000 GMT+1200,3603.3088,3603.3088,3603.3088,3603.3088,10000.1
23.09.2017 01:00:00.000 GMT+1200,3777.2938,3777.2938,3777.2938,3777.2938,10000.1
24.09.2017 01:00:00.000 GMT+1200,3662.12,3662.12,3662.12,3662.12,10000.1
25.09.2017 01:00:00.000 GMT+1200,3927.4988,3927.4988,3927.4988,3927.4988,10000.1
26.09.2017 01:00:00.000 GMT+1200,3895.5125,3895.5125,3895.5125,3895.5125,10000.1
27.09.2017 01:00:00.000 GMT+1200,4208.5613,4208.5613,4208.5613,4208.5613,10000.1
28.09.2017 01:00:00.000 GMT+1200,4185.2925,4185.2925,4185.2925,4185.2925,10000.1
29.09.2017 01:00:00.000 GMT+1200,4164.1038,4164.1038,4164.1038,4164.1038,10000.1
30.09.2017 01:00:00.000 GMT+1200,4353.0475,4353.0475,4353.0475,4353.0475,10000.1
01.10.2017 01:00:00.000 GMT+1200,4394.6388,4394.6388,4394.6388,4394.6388,10000.1
02.10.2017 01:00:00.000 GMT+1200,4404.0975,4404.0975,4404.0975,4404.0975,10000.1
03.10.2017 01:00:00.000 GMT+1200,4320.09,4320.09,4320.09,4320.09,10000.1
04.10.2017 01:00:00.000 GMT+1200,4225.9238,4225.9238,4225.9238,4225.9238,10000.1
05.10.2017 01:00:00.000 GMT+1200,4322.755,4322.755,4322.755,4322.755,10000.1
06.10.2017 01:00:00.000 GMT+1200,4370.245,4370.245,4370.245,4370.245,10000.1
07.10.2017 01:00:00.000 GMT+1200,4437.0338,4437.0338,4437.0338,4437.0338,10000.1
08.10.2017 01:00:00.000 GMT+1200,4596.9625,4596.9625,4596.9625,4596.9625,10000.1
09.10.2017 01:00:00.000 GMT+1200,4772.975,4772.975,4772.975,4772.975,10000.1
10.10.2017 01:00:00.000 GMT+1200,4754.6988,4754.6988,4754.6988,4754.6988,10000.1
11.10.2017 01:00:00.000 GMT+1200,4830.7663,4830.7663,4830.7663,4830.7663,10000.1
12.10.2017 01:00:00.000 GMT+1200,5439.1338,5439.1338,5439.1338,5439.1338,10000.1
13.10.2017 01:00:00.000 GMT+1200,5640.1275,5640.1275,5640.1275,5640.1275,10000.1
